episode,score,moving_avg_100,epsilon,loss,elapsed_s
1,3.0,3.0,0.0,nan,2.5
2,1.0,2.0,0.0,nan,4.2
3,0.0,1.333,0.0,nan,6.1
4,0.0,1.0,0.0,0.0271,8.2
5,1.0,1.0,0.0,0.01423,10.6
6,3.0,1.333,0.0,0.04562,12.8
7,1.0,1.286,0.0,0.00766,15.2
8,1.0,1.25,0.0,0.00606,17.5
9,-1.0,1.0,0.0,0.03585,19.9
10,0.0,0.9,0.0,0.02651,22.4
11,2.0,1.0,0.0,0.01659,24.7
12,0.0,0.917,0.0,0.00817,27.0
13,2.0,1.0,0.0,0.00468,29.4
14,1.0,1.0,0.0,0.01832,31.7
15,1.0,1.0,0.0,0.01774,34.1
16,0.0,0.938,0.0,0.02778,36.4
17,1.0,0.941,0.0,0.01562,38.7
18,5.0,1.167,0.0,0.00276,41.4
19,6.0,1.421,0.0,0.00143,43.9
20,-1.0,1.3,0.0,0.01507,46.2
21,-4.0,1.048,0.0,0.01823,48.6
22,-1.0,0.955,0.0,0.00107,50.9
23,0.0,0.913,0.0,0.00071,53.1
24,1.0,0.917,0.0,0.02533,55.4
25,0.0,0.88,0.0,0.00356,57.8
26,4.0,1.0,0.0,0.00186,60.1
27,-1.0,0.926,0.0,0.0011,62.5
28,2.0,0.964,0.0,0.00049,65.0
29,0.0,0.931,0.0,0.00105,67.3
30,3.0,1.0,0.0,0.00811,69.9
31,1.0,1.0,0.0,0.00889,72.2
32,1.0,1.0,0.0,0.00044,74.6
33,4.0,1.091,0.0,0.00072,77.0
34,0.0,1.059,0.0,0.00088,79.3
35,2.0,1.086,0.0,0.00186,82.1
36,3.0,1.139,0.0,0.01173,84.5
37,-2.0,1.054,0.0,0.00934,86.9
38,-3.0,0.947,0.0,0.0091,89.3
39,1.0,0.949,0.0,0.00137,91.7
40,-1.0,0.9,0.0,0.00747,94.1
41,0.0,0.878,0.0,0.01481,96.5
42,2.0,0.905,0.0,0.01751,98.9
43,1.0,0.907,0.0,0.00782,101.6
44,2.0,0.932,0.0,0.00901,103.9
45,0.0,0.911,0.0,0.00736,106.3
46,1.0,0.913,0.0,0.00055,108.6
47,0.0,0.894,0.0,0.0078,110.9
48,-2.0,0.833,0.0,0.00098,113.3
49,-3.0,0.755,0.0,0.00888,115.7
50,4.0,0.82,0.0,0.0155,117.9
51,-1.0,0.784,0.0,0.00977,120.5
52,3.0,0.827,0.0,0.00424,123.0
53,5.0,0.906,0.0,0.00864,125.4
54,1.0,0.907,0.0,0.01612,127.8
55,3.0,0.945,0.0,0.00188,130.2
56,5.0,1.018,0.0,0.00032,132.5
57,8.0,1.14,0.0,0.0023,134.9
58,0.0,1.121,0.0,0.00778,137.2
59,0.0,1.102,0.0,0.0091,139.6
60,0.0,1.083,0.0,0.00038,142.0
61,-2.0,1.033,0.0,0.00872,144.3
62,3.0,1.065,0.0,0.01492,146.7
63,4.0,1.111,0.0,0.00326,149.1
64,3.0,1.141,0.0,0.01099,151.5
65,3.0,1.169,0.0,0.00897,153.9
66,-1.0,1.136,0.0,0.00824,156.2
67,2.0,1.149,0.0,0.01634,158.5
68,4.0,1.191,0.0,0.02605,161.2
69,3.0,1.217,0.0,0.00072,163.6
70,8.0,1.314,0.0,0.00056,165.9
71,5.0,1.366,0.0,0.00059,168.1
72,6.0,1.431,0.0,0.02462,170.4
73,8.0,1.521,0.0,0.00868,172.7
74,3.0,1.541,0.0,0.00048,175.2
75,5.0,1.587,0.0,0.00036,177.5
76,7.0,1.658,0.0,0.00872,179.9
77,4.0,1.688,0.0,0.00179,182.3
78,0.0,1.667,0.0,0.00072,184.8
79,7.0,1.734,0.0,0.00066,187.1
80,7.0,1.8,0.0,0.0024,189.5
81,7.0,1.864,0.0,0.00893,191.8
82,5.0,1.902,0.0,0.00311,194.1
83,8.0,1.976,0.0,0.00769,196.4
84,-1.0,1.94,0.0,0.00028,198.8
85,6.0,1.988,0.0,0.00057,201.3
86,4.0,2.012,0.0,0.00157,203.7
87,-2.0,1.966,0.0,0.00765,206.1
88,4.0,1.989,0.0,0.00263,208.4
89,6.0,2.034,0.0,0.01521,210.7
90,3.0,2.044,0.0,0.0087,213.1
91,7.0,2.099,0.0,0.00046,215.3
92,12.0,2.207,0.0,0.00895,217.6
93,6.0,2.247,0.0,0.00205,220.0
94,3.0,2.255,0.0,0.00765,222.6
95,6.0,2.295,0.0,0.0158,224.9
96,3.0,2.302,0.0,0.01692,227.2
97,11.0,2.392,0.0,0.00872,229.6
98,5.0,2.418,0.0,0.00263,232.0
99,2.0,2.414,0.0,0.03149,234.2
100,10.0,2.49,0.0,0.00026,236.6
101,2.0,2.48,0.0,0.00754,238.8
102,16.0,2.63,0.0,0.01673,241.1
103,9.0,2.72,0.0,0.00632,243.5
104,7.0,2.79,0.0,0.01734,246.0
105,8.0,2.86,0.0,0.00741,248.3
106,5.0,2.88,0.0,0.00965,250.8
107,3.0,2.9,0.0,0.0012,253.4
108,5.0,2.94,0.0,0.02473,255.9
109,3.0,2.98,0.0,0.01001,258.3
110,9.0,3.07,0.0,0.00079,260.8
111,10.0,3.15,0.0,0.00328,263.1
112,13.0,3.28,0.0,0.01512,265.4
113,10.0,3.36,0.0,0.00892,267.8
114,9.0,3.44,0.0,0.01018,270.1
115,3.0,3.46,0.0,0.00894,272.4
116,5.0,3.51,0.0,0.00176,274.7
117,7.0,3.57,0.0,0.00089,277.0
118,15.0,3.67,0.0,0.01509,279.6
119,4.0,3.65,0.0,0.00133,282.2
120,8.0,3.74,0.0,0.004,284.5
121,4.0,3.82,0.0,0.00095,286.7
122,10.0,3.93,0.0,0.00819,289.1
123,7.0,4.0,0.0,0.03464,291.5
124,7.0,4.06,0.0,0.01005,294.2
125,13.0,4.19,0.0,0.00178,296.8
126,5.0,4.2,0.0,0.01435,299.1
127,9.0,4.3,0.0,0.01092,301.5
128,6.0,4.34,0.0,0.00353,304.1
129,4.0,4.38,0.0,0.00138,306.7
130,9.0,4.44,0.0,0.00185,309.2
131,13.0,4.56,0.0,0.00863,311.8
132,8.0,4.63,0.0,0.00108,314.4
133,11.0,4.7,0.0,0.00141,316.9
134,9.0,4.79,0.0,0.01778,319.7
135,1.0,4.78,0.0,0.00966,322.3
136,7.0,4.82,0.0,0.00593,324.8
137,2.0,4.86,0.0,0.01037,327.2
138,10.0,4.99,0.0,0.01353,329.8
139,10.0,5.08,0.0,0.00164,332.4
140,-1.0,5.08,0.0,0.01996,334.9
141,15.0,5.23,0.0,0.0143,337.2
142,11.0,5.32,0.0,0.00155,339.7
143,5.0,5.36,0.0,0.0091,342.3
144,4.0,5.38,0.0,0.00195,344.7
145,2.0,5.4,0.0,0.01652,347.0
146,6.0,5.45,0.0,0.00204,349.3
147,13.0,5.58,0.0,0.01124,351.6
148,1.0,5.61,0.0,0.00838,354.0
149,7.0,5.71,0.0,0.02287,356.5
150,9.0,5.76,0.0,0.00781,359.1
151,1.0,5.78,0.0,0.00904,361.4
152,9.0,5.84,0.0,0.02325,364.3
153,10.0,5.89,0.0,0.01675,366.8
154,8.0,5.96,0.0,0.00262,369.2
155,13.0,6.06,0.0,0.00261,371.6
156,11.0,6.12,0.0,0.01846,374.0
157,7.0,6.11,0.0,0.00439,376.5
158,5.0,6.16,0.0,0.00501,378.9
159,12.0,6.28,0.0,0.00947,381.8
160,11.0,6.39,0.0,0.00163,384.7
161,6.0,6.47,0.0,0.00134,387.5
162,15.0,6.59,0.0,0.02693,389.8
163,3.0,6.58,0.0,0.02091,392.3
164,3.0,6.58,0.0,0.00261,394.6
165,14.0,6.69,0.0,0.01178,396.9
166,8.0,6.78,0.0,0.01915,399.4
167,9.0,6.85,0.0,0.01104,401.8
168,12.0,6.93,0.0,0.00363,404.1
169,10.0,7.0,0.0,0.00276,406.3
170,10.0,7.02,0.0,0.01906,408.6
171,5.0,7.02,0.0,0.00891,411.1
172,7.0,7.03,0.0,0.01697,413.5
173,10.0,7.05,0.0,0.0185,416.1
174,4.0,7.06,0.0,0.00601,418.4
175,13.0,7.14,0.0,0.00189,420.8
176,10.0,7.17,0.0,0.01068,423.2
177,7.0,7.2,0.0,0.00185,425.6
178,14.0,7.34,0.0,0.01038,427.9
179,13.0,7.4,0.0,0.00285,430.3
180,3.0,7.36,0.0,0.00222,432.7
181,3.0,7.32,0.0,0.01004,435.1
182,8.0,7.35,0.0,0.0096,437.5
183,15.0,7.42,0.0,0.01798,440.0
184,11.0,7.54,0.0,0.01075,442.5
185,5.0,7.53,0.0,0.0081,444.9
186,10.0,7.59,0.0,0.01597,447.2
187,10.0,7.71,0.0,0.0015,449.4
188,10.0,7.77,0.0,0.00317,451.7
189,12.0,7.83,0.0,0.02155,454.1
190,5.0,7.85,0.0,0.02205,456.5
191,7.0,7.85,0.0,0.01353,458.9
192,17.0,7.9,0.0,0.00585,461.6
193,3.0,7.87,0.0,0.00307,464.2
194,10.0,7.94,0.0,0.01194,466.5
195,14.0,8.02,0.0,0.0105,468.8
196,3.0,8.02,0.0,0.00262,471.2
197,11.0,8.02,0.0,0.00234,473.5
198,20.0,8.17,0.0,0.00474,475.9
199,17.0,8.32,0.0,0.00359,478.2
200,12.0,8.34,0.0,0.01191,480.5
201,17.0,8.49,0.0,0.01002,483.0
202,11.0,8.44,0.0,0.00833,485.6
203,14.0,8.49,0.0,0.00507,488.1
204,10.0,8.52,0.0,0.00556,490.5
205,8.0,8.52,0.0,0.01121,492.8
206,13.0,8.6,0.0,0.01987,495.1
207,16.0,8.73,0.0,0.00389,497.5
208,0.0,8.68,0.0,0.01129,499.9
209,10.0,8.75,0.0,0.01747,502.3
210,5.0,8.71,0.0,0.00163,504.7
211,12.0,8.73,0.0,0.00853,507.0
212,15.0,8.75,0.0,0.00426,509.5
213,11.0,8.76,0.0,0.00266,511.9
214,10.0,8.77,0.0,0.00918,514.5
215,11.0,8.85,0.0,0.00257,517.1
216,7.0,8.87,0.0,0.01199,519.7
217,11.0,8.91,0.0,0.00913,522.2
218,13.0,8.89,0.0,0.00689,524.7
219,12.0,8.97,0.0,0.00187,527.3
220,18.0,9.07,0.0,0.01093,529.7
221,16.0,9.19,0.0,0.00995,532.0
222,17.0,9.26,0.0,0.01041,534.3
223,16.0,9.35,0.0,0.0123,536.7
224,4.0,9.32,0.0,0.01593,539.1
225,12.0,9.31,0.0,0.00366,541.8
226,19.0,9.45,0.0,0.01156,544.4
227,20.0,9.56,0.0,0.01167,546.9
