episode,score,moving_avg_100,epsilon,loss,elapsed_s
1,0.0,0.0,0.995,nan,2.4
2,1.0,0.5,0.99,nan,4.6
3,1.0,0.667,0.9851,nan,6.5
4,-1.0,0.25,0.9801,0.00353,8.8
5,1.0,0.4,0.9752,0.00073,11.2
6,-1.0,0.167,0.9704,0.00048,13.8
7,1.0,0.286,0.9655,0.00066,16.5
8,0.0,0.25,0.9607,0.00064,19.0
9,0.0,0.222,0.9559,0.0056,21.5
10,-2.0,0.0,0.9511,0.00101,24.1
11,0.0,0.0,0.9464,0.00076,26.6
12,1.0,0.083,0.9416,0.00038,29.0
13,-2.0,-0.077,0.9369,0.00054,31.5
14,0.0,-0.071,0.9322,0.00051,33.8
15,-1.0,-0.133,0.9276,0.00049,36.2
16,-2.0,-0.25,0.9229,0.01262,38.6
17,-1.0,-0.294,0.9183,0.00721,41.0
18,0.0,-0.278,0.9137,0.00926,43.4
19,-1.0,-0.316,0.9092,0.00875,46.0
20,0.0,-0.3,0.9046,0.00257,49.0
21,0.0,-0.286,0.9001,0.0046,51.8
22,0.0,-0.273,0.8956,0.00043,54.5
23,0.0,-0.261,0.8911,0.00102,57.0
24,-1.0,-0.292,0.8867,0.00066,59.5
25,0.0,-0.28,0.8822,0.00489,62.1
26,-1.0,-0.308,0.8778,0.00731,64.7
27,0.0,-0.296,0.8734,0.00082,67.2
28,1.0,-0.25,0.8691,0.00042,69.7
29,0.0,-0.241,0.8647,0.00556,72.1
30,0.0,-0.233,0.8604,0.00066,74.3
31,2.0,-0.161,0.8561,0.00386,76.7
32,2.0,-0.094,0.8518,0.00646,79.2
33,-1.0,-0.121,0.8475,0.00047,81.4
34,0.0,-0.118,0.8433,0.00087,83.8
35,1.0,-0.086,0.8391,0.00074,86.2
36,0.0,-0.083,0.8349,0.00076,88.7
37,0.0,-0.081,0.8307,0.00075,91.3
38,0.0,-0.079,0.8266,0.00091,93.5
39,0.0,-0.077,0.8224,0.00057,95.8
40,0.0,-0.075,0.8183,0.00068,98.1
41,-1.0,-0.098,0.8142,0.00759,100.3
42,1.0,-0.071,0.8102,0.00068,103.1
43,-2.0,-0.116,0.8061,0.00142,105.5
44,0.0,-0.114,0.8021,0.01407,107.9
45,1.0,-0.089,0.7981,0.00078,110.2
46,-1.0,-0.109,0.7941,0.00102,112.4
47,0.0,-0.106,0.7901,0.00135,114.8
48,-2.0,-0.146,0.7862,0.00071,117.2
49,1.0,-0.122,0.7822,0.0011,119.5
50,2.0,-0.08,0.7783,0.00064,121.8
51,1.0,-0.059,0.7744,0.00537,124.2
52,0.0,-0.058,0.7705,0.00143,126.6
53,0.0,-0.057,0.7667,0.00068,129.0
54,1.0,-0.037,0.7629,0.01066,131.4
55,-1.0,-0.055,0.759,0.00386,133.7
56,2.0,-0.018,0.7553,0.00112,136.2
57,3.0,0.035,0.7515,0.00075,138.5
58,-1.0,0.017,0.7477,0.00119,140.8
59,0.0,0.017,0.744,0.00836,143.1
60,0.0,0.017,0.7403,0.00712,145.5
61,2.0,0.049,0.7366,0.0049,147.8
62,2.0,0.081,0.7329,0.00094,149.9
63,-1.0,0.063,0.7292,0.00737,152.1
64,-2.0,0.031,0.7256,0.00073,154.3
65,-2.0,0.0,0.7219,0.0018,156.4
66,1.0,0.015,0.7183,0.00707,158.8
67,0.0,0.015,0.7147,0.00125,161.1
68,0.0,0.015,0.7112,0.00671,163.2
69,2.0,0.043,0.7076,0.00215,165.4
70,0.0,0.043,0.7041,0.00807,167.6
71,-3.0,0.0,0.7005,0.00673,169.8
72,-1.0,-0.014,0.697,0.0117,172.0
73,-1.0,-0.027,0.6936,0.0007,174.3
74,-1.0,-0.041,0.6901,0.00068,176.6
75,1.0,-0.027,0.6866,0.00036,178.8
76,-2.0,-0.053,0.6832,0.00124,181.0
77,-1.0,-0.065,0.6798,0.00815,183.3
78,1.0,-0.051,0.6764,0.00093,185.4
79,1.0,-0.038,0.673,0.00065,187.7
80,0.0,-0.037,0.6696,0.00813,190.0
81,1.0,-0.025,0.6663,0.00791,192.2
82,2.0,0.0,0.663,0.00203,194.4
83,0.0,0.0,0.6597,0.00081,196.7
84,1.0,0.012,0.6564,0.0069,199.0
85,3.0,0.047,0.6531,0.00167,201.3
86,2.0,0.07,0.6498,0.00111,204.0
87,1.0,0.08,0.6466,0.00151,206.2
88,2.0,0.102,0.6433,0.00455,208.3
89,2.0,0.124,0.6401,0.00122,210.6
90,-1.0,0.111,0.6369,0.00817,212.7
91,3.0,0.143,0.6337,0.00458,214.9
92,4.0,0.185,0.6306,0.00065,217.0
93,-3.0,0.151,0.6274,0.00082,219.2
94,3.0,0.181,0.6243,0.00209,221.4
95,1.0,0.189,0.6211,0.00171,223.6
96,2.0,0.208,0.618,0.00325,225.7
97,1.0,0.216,0.6149,0.00689,228.0
