episode,score,moving_avg_100,epsilon,loss,elapsed_s
1,-3.0,-3.0,0.0,nan,2.8
2,0.0,-1.5,0.0,nan,4.9
3,-1.0,-1.333,0.0,nan,7.3
4,0.0,-1.0,0.0,0.02753,11.0
5,1.0,-0.6,0.0,0.01468,14.4
6,2.0,-0.167,0.0,0.01314,17.8
7,3.0,0.286,0.0,0.01004,21.1
8,1.0,0.375,0.0,0.01317,24.2
9,0.0,0.333,0.0,0.01857,27.6
10,3.0,0.6,0.0,0.01029,31.0
11,2.0,0.727,0.0,0.01019,34.3
12,3.0,0.917,0.0,0.00573,37.8
13,2.0,1.0,0.0,0.01165,41.2
14,2.0,1.071,0.0,0.0061,44.4
15,4.0,1.267,0.0,0.00822,47.8
16,4.0,1.438,0.0,0.00787,51.0
17,2.0,1.471,0.0,0.00614,54.0
18,3.0,1.556,0.0,0.00751,57.1
19,3.0,1.632,0.0,0.00505,60.0
20,4.0,1.75,0.0,0.00576,63.1
21,2.0,1.762,0.0,0.00605,66.0
22,8.0,2.045,0.0,0.00569,68.9
23,5.0,2.174,0.0,0.00571,72.0
24,4.0,2.25,0.0,0.00515,74.9
25,0.0,2.16,0.0,0.01638,77.9
26,2.0,2.154,0.0,0.00442,81.1
27,9.0,2.407,0.0,0.00486,84.2
28,12.0,2.75,0.0,0.00798,87.4
29,3.0,2.759,0.0,0.00522,90.3
30,10.0,3.0,0.0,0.00833,93.4
31,5.0,3.065,0.0,0.01034,96.2
32,3.0,3.062,0.0,0.00895,99.1
33,13.0,3.364,0.0,0.00808,102.0
34,9.0,3.529,0.0,0.01371,105.0
35,1.0,3.457,0.0,0.00637,108.3
36,5.0,3.5,0.0,0.00627,111.6
37,2.0,3.459,0.0,0.00991,114.6
38,9.0,3.605,0.0,0.00705,117.6
39,12.0,3.821,0.0,0.01237,120.5
40,7.0,3.9,0.0,0.01211,123.3
41,10.0,4.049,0.0,0.00805,126.4
42,12.0,4.238,0.0,0.00674,129.4
43,6.0,4.279,0.0,0.01141,132.5
44,9.0,4.386,0.0,0.00917,135.6
45,3.0,4.356,0.0,0.00837,138.8
46,9.0,4.457,0.0,0.00601,141.8
47,6.0,4.489,0.0,0.00884,144.8
48,11.0,4.625,0.0,0.00613,148.0
49,10.0,4.735,0.0,0.01586,151.2
50,13.0,4.9,0.0,0.01066,154.4
51,3.0,4.863,0.0,0.01406,157.5
52,14.0,5.038,0.0,0.00869,161.3
53,5.0,5.038,0.0,0.01392,164.5
54,10.0,5.13,0.0,0.00979,167.8
55,4.0,5.109,0.0,0.01342,170.8
56,6.0,5.125,0.0,0.0104,173.9
57,8.0,5.175,0.0,0.00747,177.0
58,11.0,5.276,0.0,0.0091,180.0
59,15.0,5.441,0.0,0.00918,183.1
60,8.0,5.483,0.0,0.01931,186.2
61,11.0,5.574,0.0,0.01187,189.2
62,15.0,5.726,0.0,0.00769,192.3
63,6.0,5.73,0.0,0.01478,195.2
64,12.0,5.828,0.0,0.01321,198.4
65,8.0,5.862,0.0,0.01298,201.3
66,8.0,5.894,0.0,0.01212,204.2
67,11.0,5.97,0.0,0.01167,207.2
68,14.0,6.088,0.0,0.00915,210.2
69,17.0,6.246,0.0,0.01601,213.3
70,11.0,6.314,0.0,0.00835,216.2
71,14.0,6.423,0.0,0.00787,219.2
72,7.0,6.431,0.0,0.01241,222.4
73,13.0,6.521,0.0,0.00484,225.6
74,11.0,6.581,0.0,0.01355,228.8
75,10.0,6.627,0.0,0.0087,231.9
76,9.0,6.658,0.0,0.01406,234.9
77,8.0,6.675,0.0,0.01107,237.9
78,8.0,6.692,0.0,0.01379,240.9
79,13.0,6.772,0.0,0.01732,243.9
80,8.0,6.787,0.0,0.01525,246.9
81,9.0,6.815,0.0,0.00891,249.8
82,6.0,6.805,0.0,0.01443,252.8
83,9.0,6.831,0.0,0.02138,255.8
84,15.0,6.929,0.0,0.01709,258.8
85,15.0,7.024,0.0,0.01704,261.9
86,8.0,7.035,0.0,0.01011,265.0
87,16.0,7.138,0.0,0.01155,268.8
88,14.0,7.216,0.0,0.01789,271.8
89,5.0,7.191,0.0,0.01608,274.7
