episode,score,moving_avg_100,epsilon,loss,elapsed_s
1,0.0,0.0,0.995,nan,2.1
2,1.0,0.5,0.99,nan,3.8
3,0.0,0.333,0.9851,nan,5.4
4,-1.0,0.0,0.9801,0.00242,7.5
5,1.0,0.2,0.9752,0.00259,9.8
6,-1.0,0.0,0.9704,0.00288,12.1
7,0.0,0.0,0.9655,0.00097,14.5
8,-1.0,-0.125,0.9607,0.00141,16.8
9,0.0,-0.111,0.9559,0.0018,18.9
10,0.0,-0.1,0.9511,0.0005,21.1
11,1.0,0.0,0.9464,0.00038,23.3
12,-1.0,-0.083,0.9416,0.00056,25.5
13,0.0,-0.077,0.9369,0.0017,27.7
14,0.0,-0.071,0.9322,0.00173,29.9
15,0.0,-0.067,0.9276,0.00093,32.2
16,0.0,-0.062,0.9229,0.0018,34.4
17,0.0,-0.059,0.9183,0.00213,36.6
18,-1.0,-0.111,0.9137,0.00282,38.9
19,-1.0,-0.158,0.9092,0.00319,41.4
20,0.0,-0.15,0.9046,0.00109,43.7
21,1.0,-0.095,0.9001,0.00201,45.9
22,0.0,-0.091,0.8956,0.00297,48.2
23,-1.0,-0.13,0.8911,0.00067,50.5
24,1.0,-0.083,0.8867,0.00277,52.7
25,-1.0,-0.12,0.8822,0.00305,55.0
26,0.0,-0.115,0.8778,0.00346,57.2
27,-1.0,-0.148,0.8734,0.00092,59.3
28,3.0,-0.036,0.8691,0.00062,61.6
29,0.0,-0.034,0.8647,0.00159,63.8
30,-1.0,-0.067,0.8604,0.00114,66.1
31,0.0,-0.065,0.8561,0.00157,68.6
32,-2.0,-0.125,0.8518,0.00459,70.9
33,-1.0,-0.152,0.8475,0.00111,73.4
34,-2.0,-0.206,0.8433,0.00108,75.8
35,1.0,-0.171,0.8391,0.00069,78.0
36,-1.0,-0.194,0.8349,0.00065,80.1
37,0.0,-0.189,0.8307,0.00056,82.3
38,0.0,-0.184,0.8266,0.00204,84.5
39,-1.0,-0.205,0.8224,0.00182,86.8
40,0.0,-0.2,0.8183,0.00329,89.0
41,1.0,-0.171,0.8142,0.00233,91.4
42,-1.0,-0.19,0.8102,0.0013,93.7
43,-2.0,-0.233,0.8061,0.00271,96.5
44,-1.0,-0.25,0.8021,0.00192,99.4
45,0.0,-0.244,0.7981,0.00195,101.9
46,-1.0,-0.261,0.7941,0.00156,104.2
47,-1.0,-0.277,0.7901,0.00076,106.6
48,0.0,-0.271,0.7862,0.00075,109.3
49,1.0,-0.245,0.7822,0.00191,112.0
50,2.0,-0.2,0.7783,0.00122,114.8
51,-1.0,-0.216,0.7744,0.00143,117.9
52,0.0,-0.212,0.7705,0.00156,120.9
53,1.0,-0.189,0.7667,0.00078,123.6
54,0.0,-0.185,0.7629,0.00147,126.0
55,0.0,-0.182,0.759,0.00152,128.3
56,0.0,-0.179,0.7553,0.00127,130.6
57,3.0,-0.123,0.7515,0.00065,132.9
58,2.0,-0.086,0.7477,0.00168,135.2
59,-2.0,-0.119,0.744,0.0006,137.4
60,0.0,-0.117,0.7403,0.00215,139.5
61,0.0,-0.115,0.7366,0.00224,141.6
62,0.0,-0.113,0.7329,0.00107,143.9
63,-2.0,-0.143,0.7292,0.00144,146.3
64,1.0,-0.125,0.7256,0.00363,148.6
65,1.0,-0.108,0.7219,0.00158,150.8
66,0.0,-0.106,0.7183,0.00297,153.0
67,1.0,-0.09,0.7147,0.00243,155.3
68,1.0,-0.074,0.7112,0.00283,157.6
69,-2.0,-0.101,0.7076,0.00418,160.0
70,3.0,-0.057,0.7041,0.00138,162.5
71,0.0,-0.056,0.7005,0.00192,164.8
72,1.0,-0.042,0.697,0.0029,167.0
73,1.0,-0.027,0.6936,0.00196,169.3
74,-1.0,-0.041,0.6901,0.00372,171.7
75,-1.0,-0.053,0.6866,0.00372,174.1
76,0.0,-0.053,0.6832,0.00131,176.3
77,1.0,-0.039,0.6798,0.00425,178.7
78,0.0,-0.038,0.6764,0.00103,181.0
79,-1.0,-0.051,0.673,0.00919,183.3
80,-1.0,-0.062,0.6696,0.00116,185.5
81,0.0,-0.062,0.6663,0.00164,187.9
82,1.0,-0.049,0.663,0.00131,190.3
83,1.0,-0.036,0.6597,0.00322,192.6
84,1.0,-0.024,0.6564,0.00396,194.7
