episode,score,moving_avg_100,epsilon,loss,elapsed_s
1,-2.0,-2.0,0.0,nan,3.0
2,-1.0,-1.5,0.0,nan,5.2
3,0.0,-1.0,0.0,nan,7.5
4,0.0,-0.75,0.0,0.0251,10.4
5,0.0,-0.6,0.0,0.0123,13.8
6,1.0,-0.333,0.0,0.01137,17.0
7,0.0,-0.286,0.0,0.01932,20.0
8,3.0,0.125,0.0,0.01528,23.0
9,1.0,0.222,0.0,0.01262,26.0
10,1.0,0.3,0.0,0.00854,28.9
11,5.0,0.727,0.0,0.01026,31.9
12,5.0,1.083,0.0,0.01495,34.8
13,7.0,1.538,0.0,0.01193,37.8
14,0.0,1.429,0.0,0.00348,40.8
15,2.0,1.467,0.0,0.00569,43.7
16,1.0,1.438,0.0,0.00967,46.9
17,0.0,1.353,0.0,0.00787,50.0
18,-1.0,1.222,0.0,0.00769,53.1
19,0.0,1.158,0.0,0.00712,56.1
20,1.0,1.15,0.0,0.00418,59.1
21,1.0,1.143,0.0,0.01181,61.9
22,9.0,1.5,0.0,0.0038,64.8
23,2.0,1.522,0.0,0.00845,67.7
24,10.0,1.875,0.0,0.00638,70.7
25,0.0,1.8,0.0,0.00381,74.0
26,2.0,1.808,0.0,0.00373,77.3
27,2.0,1.815,0.0,0.00487,80.3
28,0.0,1.75,0.0,0.00694,83.3
29,7.0,1.931,0.0,0.00439,86.2
30,11.0,2.233,0.0,0.00562,89.0
31,7.0,2.387,0.0,0.00522,92.0
32,4.0,2.438,0.0,0.00657,95.0
33,5.0,2.515,0.0,0.00618,98.1
34,0.0,2.441,0.0,0.00444,101.2
35,5.0,2.514,0.0,0.00554,104.5
36,8.0,2.667,0.0,0.0066,107.5
37,5.0,2.73,0.0,0.00663,110.4
38,3.0,2.737,0.0,0.00548,113.7
39,5.0,2.795,0.0,0.00296,116.8
40,1.0,2.75,0.0,0.00699,120.0
41,18.0,3.122,0.0,0.00668,123.1
42,4.0,3.143,0.0,0.00688,126.8
43,4.0,3.163,0.0,0.00794,129.9
44,2.0,3.136,0.0,0.00641,133.2
45,12.0,3.333,0.0,0.00275,136.3
46,8.0,3.435,0.0,0.00671,139.4
47,13.0,3.638,0.0,0.0058,142.4
48,5.0,3.667,0.0,0.00474,145.4
49,14.0,3.878,0.0,0.00907,148.5
50,2.0,3.84,0.0,0.00868,151.6
51,6.0,3.882,0.0,0.01019,154.6
52,2.0,3.846,0.0,0.00924,157.7
53,12.0,4.0,0.0,0.00745,160.6
54,14.0,4.185,0.0,0.01088,163.6
55,11.0,4.309,0.0,0.01373,166.7
