episode,score,moving_avg_100,epsilon,loss,elapsed_s
1,0.0,0.0,0.0,nan,2.6
2,1.0,0.5,0.0,nan,4.5
3,1.0,0.667,0.0,nan,6.4
4,-1.0,0.25,0.0,0.01097,8.6
5,-2.0,-0.2,0.0,0.00647,11.2
6,4.0,0.5,0.0,0.01937,13.5
7,-5.0,-0.286,0.0,0.0026,16.0
8,0.0,-0.25,0.0,0.00161,18.5
9,1.0,-0.111,0.0,0.0011,21.0
10,-3.0,-0.4,0.0,0.01218,23.5
11,-4.0,-0.727,0.0,0.00125,26.0
12,-4.0,-1.0,0.0,0.02343,28.5
13,0.0,-0.923,0.0,0.00781,30.8
14,2.0,-0.714,0.0,0.01774,33.2
15,1.0,-0.6,0.0,0.01586,35.6
16,0.0,-0.562,0.0,0.0164,38.3
17,2.0,-0.412,0.0,0.00057,40.7
18,-1.0,-0.444,0.0,0.01465,43.1
19,-1.0,-0.474,0.0,0.01013,45.5
20,1.0,-0.4,0.0,0.00925,48.1
21,-1.0,-0.429,0.0,0.00802,50.7
22,3.0,-0.273,0.0,0.00058,53.1
23,1.0,-0.217,0.0,0.00745,55.7
24,1.0,-0.167,0.0,0.00674,58.1
25,1.0,-0.12,0.0,0.00106,60.5
26,-2.0,-0.192,0.0,0.0075,62.8
27,0.0,-0.185,0.0,0.00779,65.2
28,0.0,-0.179,0.0,0.00994,67.6
29,-3.0,-0.276,0.0,0.00055,70.0
30,2.0,-0.2,0.0,0.00028,72.3
31,-1.0,-0.226,0.0,0.0003,74.8
32,-3.0,-0.312,0.0,0.0007,77.3
33,5.0,-0.152,0.0,0.01661,79.8
34,-2.0,-0.206,0.0,0.02426,82.4
35,1.0,-0.171,0.0,0.00695,85.0
36,-1.0,-0.194,0.0,0.02524,87.4
37,-1.0,-0.216,0.0,0.00938,89.8
38,-2.0,-0.263,0.0,0.00018,92.1
39,-1.0,-0.282,0.0,0.00071,94.7
40,-2.0,-0.325,0.0,0.00032,97.0
41,1.0,-0.293,0.0,0.00722,99.5
42,3.0,-0.214,0.0,0.00729,102.0
43,0.0,-0.209,0.0,0.00997,104.4
44,-1.0,-0.227,0.0,0.00018,106.8
45,0.0,-0.222,0.0,0.01589,109.8
46,0.0,-0.217,0.0,0.0003,112.1
47,-3.0,-0.277,0.0,0.00085,114.5
48,0.0,-0.271,0.0,0.01404,116.9
49,-3.0,-0.327,0.0,0.0001,119.2
50,3.0,-0.26,0.0,0.0005,121.5
51,-1.0,-0.275,0.0,0.00036,123.7
