episode,score,moving_avg_100,epsilon,loss,elapsed_s
1,1.0,1.0,0.995,nan,2.4
2,0.0,0.5,0.99,nan,4.0
3,1.0,0.667,0.9851,nan,5.7
4,0.0,0.5,0.9801,0.00346,7.7
5,1.0,0.6,0.9752,0.00295,9.8
6,1.0,0.667,0.9704,0.00212,11.8
7,0.0,0.571,0.9655,0.00935,13.9
8,1.0,0.625,0.9607,0.01693,16.0
9,1.0,0.667,0.9559,0.00444,18.1
10,-1.0,0.5,0.9511,0.00801,20.2
11,0.0,0.455,0.9464,0.00267,22.3
12,0.0,0.417,0.9416,0.01499,24.5
13,-1.0,0.308,0.9369,0.00157,26.7
14,-2.0,0.143,0.9322,0.01458,28.9
15,1.0,0.2,0.9276,0.00141,31.0
16,0.0,0.188,0.9229,0.00151,33.1
17,0.0,0.176,0.9183,0.00123,35.3
18,0.0,0.167,0.9137,0.00663,37.3
19,2.0,0.263,0.9092,0.0017,39.5
20,0.0,0.25,0.9046,0.00163,41.5
21,1.0,0.286,0.9001,0.00304,43.5
22,0.0,0.273,0.8956,0.00877,45.6
23,2.0,0.348,0.8911,0.00119,47.7
24,0.0,0.333,0.8867,0.00155,49.8
25,0.0,0.32,0.8822,0.00652,51.9
26,0.0,0.308,0.8778,0.00594,54.3
27,0.0,0.296,0.8734,0.00985,56.5
28,0.0,0.286,0.8691,0.00086,58.7
29,0.0,0.276,0.8647,0.00136,60.9
30,0.0,0.267,0.8604,0.01456,63.0
31,1.0,0.29,0.8561,0.00113,65.0
32,0.0,0.281,0.8518,0.00151,67.0
33,2.0,0.333,0.8475,0.01299,69.0
34,-3.0,0.235,0.8433,0.00493,71.2
35,-1.0,0.2,0.8391,0.00215,73.2
36,0.0,0.194,0.8349,0.00409,75.3
37,-3.0,0.108,0.8307,0.00239,77.6
38,0.0,0.105,0.8266,0.00351,79.8
39,1.0,0.128,0.8224,0.00761,82.5
40,-1.0,0.1,0.8183,0.00088,85.4
41,0.0,0.098,0.8142,0.00172,87.6
42,2.0,0.143,0.8102,0.00757,89.8
43,0.0,0.14,0.8061,0.00228,92.0
44,0.0,0.136,0.8021,0.00979,94.5
45,3.0,0.2,0.7981,0.00094,97.3
46,1.0,0.217,0.7941,0.00462,99.8
