episode,score,moving_avg_100,epsilon,loss,elapsed_s
1,0.0,0.0,0.0,nan,2.3
2,-1.0,-0.5,0.0,nan,4.1
3,0.0,-0.333,0.0,nan,5.9
4,0.0,-0.25,0.0,0.00589,8.1
5,-1.0,-0.4,0.0,0.00381,10.4
6,0.0,-0.333,0.0,0.00832,12.7
7,0.0,-0.286,0.0,0.00234,15.0
8,0.0,-0.25,0.0,0.00519,17.3
9,-3.0,-0.556,0.0,0.0251,19.6
10,-3.0,-0.8,0.0,0.00987,22.1
11,-3.0,-1.0,0.0,0.00392,24.6
12,-1.0,-1.0,0.0,0.00205,26.9
13,0.0,-0.923,0.0,0.01547,29.2
14,1.0,-0.786,0.0,0.00154,31.5
15,-3.0,-0.933,0.0,0.0019,33.8
16,-1.0,-0.938,0.0,0.00728,36.1
17,1.0,-0.824,0.0,0.00797,38.5
18,-2.0,-0.889,0.0,0.00063,40.8
19,2.0,-0.737,0.0,0.00963,43.3
20,-1.0,-0.75,0.0,0.00827,46.0
21,2.0,-0.619,0.0,0.00815,48.4
22,-2.0,-0.682,0.0,0.00049,50.8
23,0.0,-0.652,0.0,0.00136,53.1
24,0.0,-0.625,0.0,0.00122,55.4
25,3.0,-0.48,0.0,0.00303,57.6
26,4.0,-0.308,0.0,0.00101,60.0
27,1.0,-0.259,0.0,0.00055,62.3
28,-1.0,-0.286,0.0,0.00038,64.7
29,3.0,-0.172,0.0,0.00192,67.2
30,2.0,-0.1,0.0,0.00179,69.6
31,1.0,-0.065,0.0,0.00513,72.0
32,3.0,0.031,0.0,0.00098,74.5
33,8.0,0.273,0.0,0.00916,76.9
34,5.0,0.412,0.0,0.00833,79.3
35,1.0,0.429,0.0,0.00077,81.6
36,4.0,0.528,0.0,0.00052,84.2
37,2.0,0.568,0.0,0.01233,86.7
38,5.0,0.684,0.0,0.00895,89.1
39,5.0,0.795,0.0,0.0007,91.5
40,2.0,0.825,0.0,0.00818,93.9
41,-1.0,0.78,0.0,0.00097,96.3
