episode,score,moving_avg_100,epsilon,loss,elapsed_s
1,0.0,0.0,0.995,nan,2.3
2,1.0,0.5,0.99,nan,4.0
3,0.0,0.333,0.9851,nan,5.7
4,-1.0,0.0,0.9801,0.0102,8.0
5,1.0,0.2,0.9752,0.01203,10.1
6,-1.0,0.0,0.9704,0.00162,12.3
7,0.0,0.0,0.9655,0.00124,14.6
8,-1.0,-0.125,0.9607,0.00098,16.8
9,0.0,-0.111,0.9559,0.00092,18.9
10,0.0,-0.1,0.9511,0.00104,21.0
11,2.0,0.091,0.9464,0.00823,23.3
12,0.0,0.083,0.9416,0.00051,25.5
13,0.0,0.077,0.9369,0.00081,27.7
14,1.0,0.143,0.9322,0.00031,30.0
15,1.0,0.2,0.9276,0.00705,32.1
16,1.0,0.25,0.9229,0.00064,34.3
17,0.0,0.235,0.9183,0.0007,36.5
18,-2.0,0.111,0.9137,0.00068,38.7
19,1.0,0.158,0.9092,0.00055,41.0
20,-1.0,0.1,0.9046,0.00049,43.1
21,-1.0,0.048,0.9001,0.00034,45.2
22,0.0,0.045,0.8956,0.00029,47.3
23,1.0,0.087,0.8911,0.00038,49.5
24,1.0,0.125,0.8867,0.00042,51.5
25,-1.0,0.08,0.8822,0.00067,53.8
26,0.0,0.077,0.8778,0.00056,55.9
27,-1.0,0.037,0.8734,0.00056,58.3
28,0.0,0.036,0.8691,0.00056,60.6
29,1.0,0.069,0.8647,0.00029,62.9
30,1.0,0.1,0.8604,0.0005,65.2
31,-2.0,0.032,0.8561,0.00038,67.6
32,0.0,0.031,0.8518,0.00068,69.9
33,1.0,0.061,0.8475,0.00568,72.5
34,-3.0,-0.029,0.8433,0.00031,74.9
35,1.0,0.0,0.8391,0.00042,77.3
36,0.0,0.0,0.8349,0.00749,79.5
37,1.0,0.027,0.8307,0.0058,81.8
38,-2.0,-0.026,0.8266,0.00034,84.1
39,-1.0,-0.051,0.8224,0.00038,86.6
40,0.0,-0.05,0.8183,0.00823,89.1
41,2.0,0.0,0.8142,0.00033,91.5
42,1.0,0.024,0.8102,0.00035,93.8
43,-1.0,0.0,0.8061,0.00042,95.9
44,-3.0,-0.068,0.8021,0.00034,98.2
45,0.0,-0.067,0.7981,0.00036,100.2
46,2.0,-0.022,0.7941,0.00046,102.4
47,0.0,-0.021,0.7901,0.00036,104.6
48,0.0,-0.021,0.7862,0.00067,106.7
49,1.0,0.0,0.7822,0.0003,108.7
50,1.0,0.02,0.7783,0.00577,110.8
51,0.0,0.02,0.7744,0.00028,113.0
52,1.0,0.038,0.7705,0.00095,115.2
53,0.0,0.038,0.7667,0.00025,117.3
54,0.0,0.037,0.7629,0.00474,119.6
55,1.0,0.055,0.759,0.00062,121.7
56,0.0,0.054,0.7553,0.00039,123.8
57,-1.0,0.035,0.7515,0.00068,125.8
58,0.0,0.034,0.7477,0.00788,128.0
59,2.0,0.068,0.744,0.00019,130.2
60,0.0,0.067,0.7403,0.00726,132.3
61,-1.0,0.049,0.7366,0.0005,134.4
62,1.0,0.065,0.7329,0.00533,136.4
63,-2.0,0.032,0.7292,0.00023,138.5
64,-1.0,0.016,0.7256,0.00031,140.8
65,1.0,0.031,0.7219,0.00011,142.9
66,1.0,0.045,0.7183,0.00136,145.0
67,0.0,0.045,0.7147,0.00045,147.2
68,1.0,0.059,0.7112,0.00848,149.5
69,0.0,0.058,0.7076,0.00015,151.6
70,0.0,0.057,0.7041,0.00046,153.6
71,0.0,0.056,0.7005,0.00022,155.7
72,0.0,0.056,0.697,0.00029,157.9
73,2.0,0.082,0.6936,0.00019,160.0
74,1.0,0.095,0.6901,0.00658,162.2
75,-1.0,0.08,0.6866,0.00499,164.3
76,2.0,0.105,0.6832,0.00019,166.6
77,1.0,0.117,0.6798,0.0003,169.0
78,0.0,0.115,0.6764,0.00214,171.3
79,0.0,0.114,0.673,0.00015,173.8
80,1.0,0.125,0.6696,0.00189,176.1
81,0.0,0.123,0.6663,0.00176,178.3
82,0.0,0.122,0.663,0.00047,180.4
83,3.0,0.157,0.6597,0.00186,182.6
